date,meantemp,humidity,wind_speed,meanpressure,,,,,,
28/04/2014,31.5,27.88,10.19,1005.62,,,,,,
29/04/2014,32.12,28.88,8.32,1003.88,,,,,,
30/04/2014,33.25,25.5,5.34,1003.75,,,,,,
01/05/2014,34.88,22.5,9.74,1001.5,,,,,,
02/05/2014,34.38,24.75,6.49,1001.88,,,,,,
03/05/2014,31.75,33.38,6.48,1003.62,,,,,,
04/05/2014,31.88,34.38,5.8,1003,,,,,,
05/05/2014,29.75,53.25,9.04,1005.75,,,,,,
06/05/2014,29.57,51.14,6.89,1006.86,,,,,,
07/05/2014,31.75,48.62,1.85,1004.25,,,,,,
08/05/2014,31.38,43,10.66,1002.62,,,,,,
09/05/2014,30.5,39.62,6.49,1000.43,,,,,,
10/05/2014,30,37.62,7.89,1000.75,,,,,,
11/05/2014,29.62,40.38,7.65,1004,,,,,,
12/05/2014,28,53.38,10.89,1004.88,,,,,,
13/05/2014,25.25,65.75,9.96,1008.38,,,,,,
14/05/2014,26.88,55.25,8.58,1006.5,,,,,,
15/05/2014,29.5,39.88,11.12,1004.25,,,,,,
16/05/2014,31.12,40.25,9.49,1003.5,,,,,,
17/05/2014,29.88,47.62,7.18,1007,,,,,,
18/05/2014,31.5,35.38,13.9,1007.38,,,,,,
19/05/2014,32.38,29.5,11.58,1006.62,,,,,,
20/05/2014,31.12,34,7.64,1006.62,,,,,,
21/05/2014,33,32.5,9.71,1002.12,,,,,,
22/05/2014,33.25,33.38,11.11,999.5,,,,,,
23/05/2014,34.62,32.75,19.45,1000,,,,,,
24/05/2014,31.5,50.5,6.72,1004.12,,,,,,
25/05/2014,31.5,43.25,16.44,1005.5,,,,,,
26/05/2014,30.12,54.12,4.18,1007.12,,,,,,
27/05/2014,31.88,49.75,2.55,1004.75,,,,,,
28/05/2014,33.62,44.5,3.95,1001.25,,,,,,
29/05/2014,35.25,40.12,4.4,999.38,,,,,,
30/05/2014,33.12,44.5,11.59,999.57,,,,,,
31/05/2014,34.62,39,6.49,999.62,,,,,,
01/06/2014,32.75,34.25,16.2,1003.25,,,,,,
02/06/2014,32.75,41.38,4.64,1003.25,,,,,,
03/06/2014,34.88,33.62,6.49,1000,,,,,,
04/06/2014,35.25,33.12,7.19,998.12,,,,,,
05/06/2014,36.88,26.88,8.56,996.12,,,,,,
06/06/2014,37.5,27.62,10.2,994.88,,,,,,
07/06/2014,38.5,22.75,13.19,994,,,,,,
08/06/2014,37.62,26.25,6.73,993.12,,,,,,
09/06/2014,37.88,32.12,6.02,993.12,,,,,,
10/06/2014,37.25,20.88,12.04,994.75,,,,,,
11/06/2014,37.62,23.12,14.81,995.62,,,,,,
12/06/2014,32.88,39.25,24.32,997,,,,,,
13/06/2014,30.25,55.12,16.66,997.62,,,,,,
14/06/2014,30.5,66.88,6.49,997.38,,,,,,
15/06/2014,33.88,52,8.1,997.12,,,,,,
16/06/2014,36.38,41.38,10.89,995.62,,,,,,
17/06/2014,36.88,42.12,15.96,994.12,,,,,,
18/06/2014,33.88,58,10.42,994.25,,,,,,
19/06/2014,35.75,47.88,10.89,993.25,,,,,,
20/06/2014,38,36.12,17.82,991.38,,,,,,
21/06/2014,36.88,40.12,9.74,993.88,,,,,,
22/06/2014,34.5,46.75,4.4,996.38,,,,,,
23/06/2014,32.12,49.75,6.71,996.25,,,,,,
24/06/2014,33,46.25,10.19,995.5,,,,,,
25/06/2014,32.25,53.25,13.2,997.62,,,,,,
26/06/2014,32.5,60.38,3.24,1001,,,,,,
27/06/2014,34.75,48.5,9.49,1001.62,,,,,,
28/06/2014,34.88,49,5.79,999.38,,,,,,
29/06/2014,33,57.75,9.71,997.75,,,,,,
30/06/2014,32,67.75,3.25,997.5,,,,,,
01/07/2014,31.38,65.12,6.25,1000.88,,,,,,
02/07/2014,29.5,71.38,5.79,1001.12,,,,,,
03/07/2014,28.88,75.12,5.09,998.29,,,,,,
04/07/2014,31.39,69,4.33,998.78,,,,,,
05/07/2014,34.71,52.06,9.2,1000.71,,,,,,
06/07/2014,30.62,61.12,3.71,1000.5,,,,,,
07/07/2014,34,48.75,5.56,998.25,,,,,,
08/07/2014,35,39.5,9.73,996.88,,,,,,
09/07/2014,36,37.12,13.65,996.5,,,,,,
10/07/2014,36.12,38.75,11.34,996.88,,,,,,
11/07/2014,36.62,38.62,8.79,996.12,,,,,,
12/07/2014,35.88,51.38,5.34,996,,,,,,
13/07/2014,31.62,69.75,6.02,998,,,,,,
14/07/2014,32.38,67.88,6.72,997.12,,,,,,
15/07/2014,33.12,62.62,8.83,996,,,,,,
16/07/2014,32.62,63,10.45,997.25,,,,,,
17/07/2014,30.75,74.25,6.73,996.12,,,,,,
18/07/2014,27.25,83.88,2.55,994.88,,,,,,
19/07/2014,29.88,71,6.25,995.12,,,,,,
20/07/2014,30.88,68.88,6.26,996.75,,,,,,
21/07/2014,32.12,65.5,4.65,996,,,,,,
22/07/2014,31.62,69.75,7.18,997,,,,,,
23/07/2014,30.62,72.88,8.11,997.75,,,,,,
24/07/2014,30.5,63.62,12.04,998.71,,,,,,
25/07/2014,30.75,63.25,9.96,1000.75,,,,,,
26/07/2014,32.5,61.5,7.18,1001.88,,,,,,
27/07/2014,31.71,65.43,6.25,1001.88,,,,,,
28/07/2014,30,75.75,18.05,999.38,,,,,,
29/07/2014,30.25,69.88,5.79,999.25,,,,,,
30/07/2014,31.88,65.75,4.18,999.57,,,,,,
31/07/2014,32.5,65.75,7.42,999.62,,,,,,
01/08/2014,33.25,59.5,6.5,998,,,,,,
02/08/2014,30.12,77.75,0.92,997.12,,,,,,
03/08/2014,31.5,66.25,5.79,995.38,,,,,,
04/08/2014,30.5,69.75,5.1,996.12,,,,,,
05/08/2014,29.75,77.5,1.85,997.5,,,,,,
06/08/2014,32.12,65,5.56,996.88,,,,,,
07/08/2014,31.12,65.38,6.95,997,,,,,,
08/08/2014,31,67.88,6.01,998.38,,,,,,
09/08/2014,29.24,80.47,6.65,1001.65,,,,,,
10/08/2014,28.5,89.91,5.23,1002.16,,,,,,
11/08/2014,31.12,72.12,3.01,999.88,,,,,,
12/08/2014,32.12,57.5,8.34,998.75,,,,,,
13/08/2014,32.12,57.71,20.82,998.25,,,,,,
14/08/2014,30.38,57.5,18.51,997.38,,,,,,
15/08/2014,31.12,54.88,14.59,998.88,,,,,,
16/08/2014,30.43,59.86,8.35,1002.5,,,,,,
17/08/2014,31.38,53.88,7.19,1003.25,,,,,,
18/08/2014,31.88,56.62,5.56,1005.38,,,,,,
19/08/2014,33,52.43,6.89,1004.86,,,,,,
20/08/2014,33.25,47.12,8.79,1002.38,,,,,,
21/08/2014,32.5,43,10.89,1001.25,,,,,,
22/08/2014,33,47.12,8.56,1002.86,,,,,,
23/08/2014,33.12,45.75,9.26,1003.25,,,,,,
24/08/2014,33.12,46.25,11.35,1002.88,,,,,,
25/08/2014,33.88,46.62,7.87,1002.38,,,,,,
26/08/2014,34.12,40.25,9.96,1001.38,,,,,,
27/08/2014,33.86,44.71,8.11,1001.12,,,,,,
28/08/2014,29.62,67.75,6.73,1003.75,,,,,,
29/08/2014,30.38,69.25,3.7,1003.5,,,,,,
30/08/2014,28.62,78.12,4.16,1002.62,,,,,,
31/08/2014,27.62,86.12,4.41,1001.25,,,,,,
01/09/2014,29.43,65.86,15.51,1001.12,,,,,,
02/09/2014,29.25,71,10.42,1001.88,,,,,,
03/09/2014,28.62,77.88,15.04,1001.43,,,,,,
04/09/2014,27.88,80.75,9.28,1000.38,,,,,,
05/09/2014,26.5,85.75,8.34,1000.14,,,,,,
06/09/2014,28.5,76.88,2.09,1002.38,,,,,,
07/09/2014,31,67.62,1.4,1003.25,,,,,,
08/09/2014,31.25,66.38,3.48,1003.12,,,,,,
09/09/2014,31,70.12,1.85,1002.38,,,,,,
10/09/2014,28.75,77.5,4.88,1003.25,,,,,,
11/09/2014,26.57,85.71,17.82,1005.57,,,,,,
12/09/2014,28.5,73,1.62,1005.12,,,,,,
13/09/2014,29.38,68.25,4.16,1004,,,,,,
14/09/2014,29.12,65.5,6.71,1004.25,,,,,,
15/09/2014,29.62,63.12,6.71,1004.25,,,,,,
16/09/2014,30.62,65.12,6.25,1002.25,,,,,,
17/09/2014,30.62,61.88,7.4,1002.12,,,,,,
18/09/2014,30.5,62.38,6.71,1003.88,,,,,,
19/09/2014,31,56.62,4.18,1003.5,,,,,,
20/09/2014,31.12,55.75,4.4,1002.88,,,,,,
21/09/2014,30.5,54.88,5.56,1003.62,,,,,,
22/09/2014,30.62,50,13.44,1004.5,,,,,,
23/09/2014,31,47,30.69,1004.29,,,,,,
24/09/2014,29.62,53,8.1,1006.25,,,,,,
25/09/2014,30,52.5,9.72,1007.75,,,,,,
26/09/2014,30,52.5,5.79,1008.12,,,,,,
27/09/2014,30.5,46.88,8.8,1009.25,,,,,,
28/09/2014,30.25,48.88,7.18,1009.62,,,,,,
29/09/2014,30.5,48.75,7.41,1009.12,,,,,,
30/09/2014,30.62,50.12,6.71,1009.62,,,,,,
01/10/2014,30.43,52.86,3.17,1010.43,,,,,,
02/10/2014,30.38,53.38,2.79,1009.12,,,,,,
03/10/2014,30.5,52.62,1.85,1008,,,,,,
04/10/2014,31,53.5,0,1008.5,,,,,,
05/10/2014,30.62,56.12,0,1010.38,,,,,,
06/10/2014,30.62,56.75,0,1010.12,,,,,,
07/10/2014,31,59.38,1.16,1008.38,,,,,,
08/10/2014,28.75,52.75,3.71,1009.88,,,,,,
09/10/2014,27.62,49.88,3.24,1010.12,,,,,,
10/10/2014,27.12,57.38,3.24,1008.75,,,,,,
11/10/2014,25.71,57.14,6.94,1008.25,,,,,,
12/10/2014,26,58.62,0.46,1008.38,,,,,,
13/10/2014,27.62,59.75,8.8,1009.88,,,,,,
14/10/2014,24.5,67.62,5.33,1010.88,,,,,,
15/10/2014,24.5,68,3.26,1013.38,,,,,,
16/10/2014,23,58.88,4.86,1014,,,,,,
17/10/2014,25,47.67,25.01,1013.62,,,,,,
18/10/2014,24,56.14,21.3,1012.88,,,,,,
19/10/2014,23.75,57.75,4.16,1012.62,,,,,,
20/10/2014,24.75,55.62,4.4,1013.12,,,,,,
21/10/2014,25.62,56.12,2.09,1014.62,,,,,,
22/10/2014,25.75,64.88,0.46,1014.5,,,,,,
23/10/2014,25.25,66,0.92,1012.75,,,,,,
24/10/2014,25.5,67.5,1.85,1011.75,,,,,,
25/10/2014,25.25,67.12,0.92,1012.38,,,,,,
26/10/2014,25.12,65.5,2.09,1014.88,,,,,,
27/10/2014,24.88,62.88,1.86,1013.75,,,,,,
28/10/2014,25.12,64.75,2.56,1012,,,,,,
29/10/2014,24.75,65.75,1.62,1012.12,,,,,,
30/10/2014,23.88,61.38,1.85,1014.5,,,,,,
31/10/2014,23.38,58.25,3.71,1013.62,,,,,,
01/11/2014,22.5,50.88,5.33,1014.12,,,,,,
02/11/2014,22.88,49.12,7.19,1014.5,,,,,,
03/11/2014,23.38,52.75,4.16,1013.5,,,,,,
04/11/2014,23.62,56.62,3.94,1012.12,,,,,,
05/11/2014,22.75,56.25,4.62,1012.38,,,,,,
06/11/2014,23,56.25,6.25,1011.62,,,,,,
07/11/2014,24,66.12,2.31,1012.88,,,,,,
08/11/2014,23.88,66.25,1.62,1014.62,,,,,,
09/11/2014,24.12,56.38,4.16,1015.12,,,,,,
10/11/2014,21.38,52.12,3.48,1014,,,,,,
11/11/2014,19.25,55.12,2.32,1014.75,,,,,,
12/11/2014,19.62,52,2.31,1015.88,,,,,,
13/11/2014,18.5,50.5,3.24,1016.5,,,,,,
14/11/2014,18.38,43,7.41,1016.38,,,,,,
15/11/2014,18.62,44.75,2.78,1014.88,,,,,,
16/11/2014,18.25,47.62,2.55,1015.38,,,,,,
17/11/2014,17.75,51.75,2.78,1016.12,,,,,,
18/11/2014,17.62,53,2.09,1017.88,,,,,,
19/11/2014,17.5,58.12,1.16,1016.5,,,,,,
20/11/2014,20.38,54.62,3.03,1013.38,,,,,,
21/11/2014,18.25,62.12,3.24,1012.75,,,,,,
22/11/2014,19.88,58.88,1.62,1011.38,,,,,,
23/11/2014,17.12,57.38,1.39,1014.62,,,,,,
24/11/2014,16.88,52.25,4.18,1016,,,,,,
25/11/2014,16.5,51.5,2.55,1014.88,,,,,,
26/11/2014,19.62,51,5.55,1009.88,,,,,,
27/11/2014,18.12,63.88,0,1011.75,,,,,,
28/11/2014,19.38,67.38,0,1012.5,,,,,,
29/11/2014,20.25,67.62,0,1012.38,,,,,,
30/11/2014,19.75,54.75,2.55,1014,,,,,,
01/12/2014,20,42.62,8.8,1013.75,,,,,,
02/12/2014,21.38,47.62,7.88,1012.75,,,,,,
03/12/2014,25,66.57,11.37,1007,,,,,,
04/12/2014,21.25,68.88,4.86,1010.38,,,,,,
05/12/2014,17.75,59.88,2.55,1017.12,,,,,,
06/12/2014,18.25,48.88,4.86,1016.38,,,,,,
07/12/2014,17.25,48.38,4.86,1014.75,,,,,,
08/12/2014,17,49.88,2.78,1015,,,,,,
09/12/2014,15.29,67.57,0,1016.86,,,,,,
10/12/2014,21.5,65.5,4.86,1010.5,,,,,,
11/12/2014,19.62,70.5,3.25,1011.62,,,,,,
12/12/2014,17.5,65.62,0.46,1014.38,,,,,,
13/12/2014,16,71.88,8.8,1016.12,,,,,,
14/12/2014,16.88,86.62,3.95,1014.5,,,,,,
15/12/2014,16.62,75.75,2.32,1016.12,,,,,,
16/12/2014,17.75,72.38,7.43,1017.38,,,,,,
17/12/2014,12.88,72.12,6.49,1020.25,,,,,,
18/12/2014,11.75,79.75,3.01,1021.38,,,,,,
19/12/2014,11.75,81.75,0.46,1022.12,,,,,,
20/12/2014,11.25,77,5.8,1018.75,,,,,,
21/12/2014,9.5,79.12,0.92,1018,,,,,,
22/12/2014,9.38,85,1.39,1017.12,,,,,,
23/12/2014,9.62,78.62,1.62,1017.88,,,,,,
24/12/2014,9.88,83,3.48,1021.25,,,,,,
25/12/2014,9.25,81.12,8.1,1020.12,,,,,,
26/12/2014,10.75,77,7.64,1017.75,,,,,,
27/12/2014,10.38,69,2.78,1018.62,,,,,,
28/12/2014,9,86,0.7,1019.75,,,,,,
29/12/2014,11.12,72.62,1.39,1017.25,,,,,,
30/12/2014,11.62,70.62,2.55,1014.62,,,,,,
31/12/2014,12.38,67.12,2.79,1016.88,,,,,,
01/01/2015,14.75,72,0.92,1017.5,,,,,,
02/01/2015,14.88,96.62,3.01,1017.88,,,,,,
03/01/2015,15.12,92,0.92,1017.38,,,,,,
04/01/2015,14.12,78.75,9.51,1019.62,,,,,,
05/01/2015,14,69.38,15.05,1016,,,,,,
06/01/2015,12,79.88,4.4,1015.5,,,,,,
07/01/2015,9.62,86,3.94,1016.62,,,,,,
08/01/2015,10,87.88,3.49,1019.12,,,,,,
09/01/2015,10.62,80.62,1.62,1020.12,,,,,,
10/01/2015,11.12,73.12,4.41,1018.88,,,,,,
11/01/2015,11,80.75,4.86,1019.12,,,,,,
12/01/2015,10.62,79.5,0.92,1019.5,,,,,,
13/01/2015,12.25,77.88,4.88,1017.12,,,,,,
14/01/2015,12,82.25,5.1,1017.5,,,,,,
15/01/2015,12.38,79.12,0.92,1019.38,,,,,,
16/01/2015,13,78.12,4.64,1019.25,,,,,,
17/01/2015,13.5,76.62,1.86,1019.25,,,,,,
18/01/2015,13,73.88,2.55,1018.75,,,,,,
19/01/2015,13.75,78,1.85,1018.88,,,,,,
20/01/2015,13.38,74.38,7.19,1020,,,,,,
21/01/2015,13.25,73.38,3.7,1021,,,,,,
22/01/2015,12.62,94.12,3.24,1020.62,,,,,,
23/01/2015,14.62,85,1.16,1020,,,,,,
24/01/2015,12.38,86.25,9.74,1020.75,,,,,,
25/01/2015,13.25,77.75,4.16,1020.38,,,,,,
26/01/2015,13.75,88.12,0.92,1019.88,,,,,,
27/01/2015,13.25,74.25,5.34,1019.33,,,,,,
28/01/2015,11.71,67,27.78,1018.25,,,,,,
29/01/2015,11.5,67.5,3.94,1019.75,,,,,,
30/01/2015,12.75,56.12,12.04,1020.38,,,,,,
31/01/2015,13.75,57.62,9.02,1017.88,,,,,,
01/02/2015,15,65.25,5.1,1017.75,,,,,,
02/02/2015,17.38,63.88,11.81,1017.5,,,,,,
03/02/2015,16.75,71.25,7.18,1020.5,,,,,,
04/02/2015,14.62,81.12,9.25,1022,,,,,,
05/02/2015,14.62,62.88,7.4,1019.25,,,,,,
06/02/2015,15.12,62.62,3.01,1019,,,,,,
07/02/2015,15.88,67.62,1.85,1017,,,,,,
08/02/2015,16.62,63.88,4.41,1017.38,,,,,,
09/02/2015,16.88,63.5,5.55,1019.75,,,,,,
10/02/2015,15.75,64,4.62,1019.75,,,,,,
11/02/2015,16,66.62,1.85,1017.12,,,,,,
12/02/2015,15.5,69.62,6.02,1016.12,,,,,,
13/02/2015,17.25,59,6.72,1012.62,,,,,,
14/02/2015,19.38,63.12,4.16,1009.62,,,,,,
15/02/2015,18.88,70.12,1.39,1012.62,,,,,,
16/02/2015,20.62,71.25,10.42,1013.62,,,,,,
17/02/2015,21.14,72.57,5.03,1011.86,,,,,,
18/02/2015,21.25,72.88,5.1,1011.75,,,,,,
19/02/2015,22.75,73.5,7.65,1012,,,,,,
20/02/2015,22.75,67.12,7.19,1013.88,,,,,,
21/02/2015,21.88,63.5,11.34,1014.12,,,,,,
22/02/2015,22.14,58.86,14.81,1013.38,,,,,,
23/02/2015,21.5,74.38,3.03,1014.25,,,,,,
24/02/2015,22.88,72.38,6.04,1010.62,,,,,,
25/02/2015,23.12,58.62,6.5,1008.5,,,,,,
26/02/2015,20,34.38,6.71,1009.88,,,,,,
27/02/2015,19.25,43.12,5.8,1013,,,,,,
28/02/2015,21.25,45.5,6.95,1013,,,,,,
01/03/2015,17.38,92.75,14.81,1011.12,,,,,,
02/03/2015,17.5,89.88,6.72,1012.5,,,,,,
03/03/2015,16.25,82.5,5.56,1013.75,,,,,,
04/03/2015,16.75,69.25,6.71,1014,,,,,,
05/03/2015,18.75,64,3.7,1015.75,,,,,,
06/03/2015,20,62.38,5.09,1016.38,,,,,,
07/03/2015,18.38,80.38,4.18,1013.71,,,,,,
08/03/2015,19.5,74.12,7.89,1015.38,,,,,,
09/03/2015,18.12,54.25,12.26,1021,,,,,,
10/03/2015,17.75,68.5,8.56,1019.12,,,,,,
11/03/2015,18.25,69.88,6.02,1018.12,,,,,,
12/03/2015,20.5,63.38,5.33,1017,,,,,,
13/03/2015,21.38,65.25,4.18,1014.75,,,,,,
14/03/2015,21.5,64.62,7.88,1015.12,,,,,,
15/03/2015,17.62,89.12,11.58,1015.5,,,,,,
16/03/2015,19.86,81.86,8.56,1017.38,,,,,,
17/03/2015,20.88,70.38,13.2,1015.88,,,,,,
18/03/2015,20.25,69.62,12.26,1013.5,,,,,,
19/03/2015,21.12,66,5.34,1014.88,,,,,,
20/03/2015,22.5,65.75,9.02,1014.88,,,,,,
21/03/2015,24.88,60.5,5.79,1014.88,,,,,,
22/03/2015,25.12,64,10.2,1012,,,,,,
23/03/2015,24.75,65.75,7.64,1010,,,,,,
24/03/2015,25.75,65.5,1.39,1010.25,,,,,,
25/03/2015,26.62,65.62,2.55,1011.86,,,,,,
26/03/2015,28.5,54.38,9.26,1013,,,,,,
27/03/2015,27.38,51.38,7.65,1012,,,,,,
28/03/2015,27,53.62,3.71,1009.62,,,,,,
29/03/2015,25,52.75,13.19,1008.62,,,,,,
30/03/2015,23.5,66.25,14.81,1010.38,,,,,,
31/03/2015,25.25,64.88,3.7,1010.14,,,,,,
01/04/2015,26.43,59.71,6.71,1007.5,,,,,,
02/04/2015,28.71,45.29,10.17,1004.62,,,,,,
03/04/2015,24.5,71.12,6.96,1004.75,,,,,,
04/04/2015,21,77.5,1.39,1005.25,,,,,,
05/04/2015,23.57,67.71,17.6,1007.75,,,,,,
06/04/2015,25,60.12,2.78,1007.75,,,,,,
07/04/2015,23.75,62.12,9.74,1010.25,,,,,,
08/04/2015,25.62,50.38,6.71,1012,,,,,,
09/04/2015,26,52.88,9.04,1010.5,,,,,,
10/04/2015,27.12,52.25,6.25,1008.5,,,,,,
11/04/2015,28.25,44.88,8.1,1008.38,,,,,,
12/04/2015,24.38,63,5.32,1012.38,,,,,,
13/04/2015,24.75,70.88,6.95,1013.75,,,,,,
14/04/2015,26.25,62.75,3.01,1012.75,,,,,,
15/04/2015,27.62,59.25,5.79,1012.88,,,,,,
16/04/2015,25.25,58.25,8.11,1013.88,,,,,,
17/04/2015,28.12,48.75,8.34,1007.12,,,,,,
18/04/2015,30.12,44.5,5.56,1002.38,,,,,,
19/04/2015,32.12,41,4.18,1003.88,,,,,,
20/04/2015,32.88,37.88,7.19,1005.75,,,,,,
21/04/2015,31.75,28.5,11.11,1005.62,,,,,,
22/04/2015,30.75,30.25,11.35,1003.12,,,,,,
23/04/2015,30.75,33,8.1,1004,,,,,,
24/04/2015,31.12,39.5,2.55,1004.38,,,,,,
25/04/2015,30.5,43.12,12.98,1005.88,,,,,,
26/04/2015,28.75,51.12,15.74,1008,,,,,,
27/04/2015,30.12,53,17.59,1006.75,,,,,,
28/04/2015,31,48.25,12.51,1004.5,,,,,,
29/04/2015,31.25,47.25,9.02,1005,,,,,,
30/04/2015,32.62,44.75,15.05,1004,,,,,,
01/05/2015,31.25,43.5,5.34,1005.88,,,,,,
02/05/2015,30.12,40.25,4.4,1006.25,,,,,,
03/05/2015,31,39.25,3.01,1006.62,,,,,,
04/05/2015,30.88,39.25,3.94,1006.62,,,,,,
05/05/2015,32.12,31.12,7.65,1003.88,,,,,,
06/05/2015,34.12,22,11.36,1001.88,,,,,,
07/05/2015,35.43,13.43,15.34,1003.57,,,,,,
08/05/2015,34.12,22.38,12.27,1003.25,,,,,,
09/05/2015,35.12,27,8.34,1001.62,,,,,,
10/05/2015,35.12,25,6.96,1001.38,,,,,,
11/05/2015,34,32.62,10.89,1003.62,,,,,,
12/05/2015,33.12,46,6.04,1004.88,,,,,,
13/05/2015,27.75,61,6.71,1006.12,,,,,,
14/05/2015,29.62,49.62,4.41,1007.25,,,,,,
15/05/2015,28.5,52.12,7.18,1006.5,,,,,,
16/05/2015,30,51.62,4.16,1003.25,,,,,,
17/05/2015,33.25,40.38,8.35,1001.12,,,,,,
18/05/2015,35.38,35.75,5.56,1000,,,,,,
19/05/2015,31.5,44,14.81,1002.12,,,,,,
20/05/2015,33.12,31.62,14.6,1002,,,,,,
21/05/2015,35.62,24.62,11.34,1000.38,,,,,,
22/05/2015,36.25,19.5,12.51,998.12,,,,,,
23/05/2015,37.38,21.75,12.73,996.12,,,,,,
24/05/2015,36,29.25,5.1,997.38,,,,,,
25/05/2015,37.75,22.25,10.88,996.88,,,,,,
26/05/2015,35.25,26.62,17.12,1001.5,,,,,,
27/05/2015,33.75,20.5,6.71,1001.25,,,,,,
28/05/2015,34.75,29.5,8.34,1000.62,,,,,,
29/05/2015,35.12,27.25,8.12,1001.62,,,,,,
30/05/2015,32.25,38.75,12.26,1003.88,,,,,,
31/05/2015,34.25,25,14.59,1001.75,,,,,,
01/06/2015,29.38,41.75,12.51,1003.25,,,,,,
02/06/2015,31.62,39.25,8.58,1003.5,,,,,,
03/06/2015,28.62,50.5,6.73,1004.62,,,,,,
04/06/2015,31.88,48.38,4.86,1004,,,,,,
05/06/2015,32.62,39.88,6.01,1003.5,,,,,,
06/06/2015,33.38,39.75,7.86,1001.38,,,,,,
07/06/2015,35,36.25,7.18,999.25,,,,,,
08/06/2015,36.5,33,6.25,998.88,,,,,,
09/06/2015,37.62,23.88,18.75,998.88,,,,,,
10/06/2015,36.62,32.29,18.05,999.62,,,,,,
11/06/2015,35.62,34.75,18.29,1000,,,,,,
12/06/2015,35.88,34.62,12.74,998.5,,,,,,
13/06/2015,31.12,48.12,10.19,998.86,,,,,,
14/06/2015,27,77.62,3.95,1000.29,,,,,,
15/06/2015,31,60.75,3.01,999.57,,,,,,
16/06/2015,32.38,52.12,2.79,999.14,,,,,,
17/06/2015,33.88,49.75,3.25,998,,,,,,
18/06/2015,35.12,45.12,3.01,997.62,,,,,,
19/06/2015,35.88,46.75,8.58,996.25,,,,,,
20/06/2015,33.12,48.5,12.98,997.88,,,,,,
21/06/2015,30.38,63.62,8.11,998.12,,,,,,
22/06/2015,32.12,59.5,4.4,995.62,,,,,,
23/06/2015,31.5,61.62,6.01,995,,,,,,
24/06/2015,37.25,63.88,6.5,995.38,,,,,,
25/06/2015,26.62,82.75,6.26,994.75,,,,,,
26/06/2015,31.12,54.25,11.56,995.25,,,,,,
27/06/2015,32.62,48.25,14.11,997.12,,,,,,
28/06/2015,34.25,47.5,9.04,1000.29,,,,,,
29/06/2015,31.12,56.62,11.56,1003.62,,,,,,
30/06/2015,30.88,58.62,9.96,1002.62,,,,,,
01/07/2015,32,53.25,4.18,1001.88,,,,,,
02/07/2015,33.75,45.88,6.95,1001.12,,,,,,
03/07/2015,33,49,14.35,999.62,,,,,,
04/07/2015,34.12,51.5,16.9,997.5,,,,,,
05/07/2015,35.71,47.29,14.01,995.43,,,,,,
06/07/2015,27.88,83.25,9.28,997.88,,,,,,
07/07/2015,28.12,86.12,1.85,998.12,,,,,,
08/07/2015,31.25,72,2.78,998.62,,,,,,
09/07/2015,29.62,77.25,2.55,998.62,,,,,,
10/07/2015,26.62,92.12,6.02,998.75,,,,,,
11/07/2015,25.5,98,3.24,999.33,,,,,,
12/07/2015,25.5,94.75,7.43,998.62,,,,,,
13/07/2015,29.88,73.12,4.86,1000.62,,,,,,
14/07/2015,30.88,67.88,10.88,997.86,,,,,,
15/07/2015,33.38,52.88,17.14,993.75,,,,,,
16/07/2015,31.75,61.38,13.44,994.75,,,,,,
17/07/2015,30.75,75.62,4.4,997.25,,,,,,
18/07/2015,29.5,78.88,4.18,998,,,,,,
19/07/2015,30.12,70,0.7,997.62,,,,,,
20/07/2015,29.12,78,4.86,999.12,,,,,,
21/07/2015,31.38,69.25,8.12,1000,,,,,,
22/07/2015,32.25,64.12,7.88,1001.12,,,,,,
23/07/2015,32.12,64.88,8.58,1001.75,,,,,,
24/07/2015,32,64.75,6.71,1001,,,,,,
25/07/2015,30.86,71,19.91,998.57,,,,,,
26/07/2015,30,71.62,16.89,998.88,,,,,,
27/07/2015,29.62,69,11.34,1000.29,,,,,,
28/07/2015,29.5,61,11.59,1000.12,,,,,,
29/07/2015,28.5,68.12,10.88,998,,,,,,
30/07/2015,29,67.75,9.96,998.88,,,,,,
31/07/2015,29,71,4.18,999.75,,,,,,
01/08/2015,28.25,71.75,0.92,1002.75,,,,,,
02/08/2015,29.62,69.5,2.55,1003.62,,,,,,
03/08/2015,31.5,58.62,5.32,1001.88,,,,,,
04/08/2015,29.43,77.79,4.77,1000.07,,,,,,
05/08/2015,29.59,79.66,8.22,1000.28,,,,,,
06/08/2015,29.5,79.12,3.03,998,,,,,,
07/08/2015,29.25,83,2.31,1000,,,,,,
08/08/2015,28.88,84.88,1.62,1002,,,,,,
09/08/2015,27.38,90.12,3.01,1000.25,,,,,,
10/08/2015,30.38,77,0,1000,,,,,,
11/08/2015,28.38,86.62,0.46,1003,,,,,,
12/08/2015,30.75,74.25,0,1003.12,,,,,,
13/08/2015,32,69.5,0.46,1001.88,,,,,,
14/08/2015,30.88,72.62,3.47,1002,,,,,,
15/08/2015,28.5,85.5,0,1002.75,,,,,,
16/08/2015,28.62,82.62,1.85,1002.88,,,,,,
17/08/2015,30.75,72.62,0.7,1001.38,,,,,,
18/08/2015,29.12,72.88,4.88,1002.57,,,,,,
19/08/2015,31.25,61.25,33.32,1002.38,,,,,,
20/08/2015,30.75,58.62,14.6,1001.38,,,,,,
21/08/2015,29.38,72,8.58,1002,,,,,,
22/08/2015,30.25,65.38,5.8,1000.88,,,,,,
